seqnames	genes_in_operon_all	size_operon	operon_seen	covered_by	perc_seen	gene
NC_000913.3	b3017	1	19	23	82.6086956521739	b3017
NC_000913.3	b3019	1	55	59	93.2203389830508	b3019
NC_000913.3	b3020	1	11	13	84.6153846153846	b3020
NC_000913.3	b3029	1	9	12	75	b3029
NC_000913.3	b3030,b3031	2	6	56	10.7142857142857	b3030
NC_000913.3	b3030	1	47	56	83.9285714285714	b3030
NC_000913.3	b3031	1	7	18	38.8888888888889	b3031
NC_000913.3	b3030,b3031	2	6	18	33.3333333333333	b3031
NC_000913.3	b3032,b3033	2	11	29	37.9310344827586	b3032
NC_000913.3	b3032	1	11	29	37.9310344827586	b3032
NC_000913.3	b3032,b3033	2	11	25	44	b3033
NC_000913.3	b3033	1	9	25	36	b3033
NC_000913.3	b3034	1	14	16	87.5	b3034
NC_000913.3	b3035	1	26	26	100	b3035
NC_000913.3	b3037,b3038	2	6	9	66.6666666666667	b3037
NC_000913.3	b3037,b3038	2	6	25	24	b3038
NC_000913.3	b3038	1	17	25	68	b3038
NC_000913.3	b3040	1	14	14	100	b3040
NC_000913.3	b3041	1	180	183	98.3606557377049	b3041
NC_000913.3	b3046,b3046	1	11	11	100	b3046
NC_000913.3	b3046,b3046	1	11	11	100	b3046
NC_000913.3	b3049	1	8	8	100	b3049
NC_000913.3	b3052	1	19	49	38.7755102040816	b3052
NC_000913.3	b3052,b4611	2	27	49	55.1020408163265	b3052
NC_000913.3	b3053	1	18	26	69.2307692307692	b3053
NC_000913.3	b3056	1	27	30	90	b3056
NC_000913.3	b3057	1	54	59	91.5254237288136	b3057
NC_000913.3	b3064	1	19	24	79.1666666666667	b3064
NC_000913.3	b3065,b3066	2	7	122	5.73770491803279	b3065
NC_000913.3	b3065	1	115	122	94.2622950819672	b3065
NC_000913.3	b3066,b3067	2	9	72	12.5	b3066
NC_000913.3	b3066	1	56	72	77.7777777777778	b3066
NC_000913.3	b3065,b3066	2	7	72	9.72222222222222	b3066
NC_000913.3	b3067,b3068	2	12	56	21.4285714285714	b3067
NC_000913.3	b3067	1	35	56	62.5	b3067
NC_000913.3	b3066,b3067	2	9	56	16.0714285714286	b3067
NC_000913.3	b3067,b3068	2	12	29	41.3793103448276	b3068
NC_000913.3	b3068	1	17	29	58.6206896551724	b3068
NC_000913.3	b3075	1	26	26	100	b3075
NC_000913.3	b3080	1	6	6	100	b3080
NC_000913.3	b3084	1	37	38	97.3684210526316	b3084
NC_000913.3	b3087	1	9	9	100	b3087
NC_000913.3	b3088	1	8	8	100	b3088
NC_000913.3	b3089	1	46	50	92	b3089
NC_000913.3	b3090	1	11	15	73.3333333333333	b3090
NC_000913.3	b3091	1	17	19	89.4736842105263	b3091
NC_000913.3	b3093	1	33	34	97.0588235294118	b3093
NC_000913.3	b3094	1	9	10	90	b3094
NC_000913.3	b3095,b3096	2	10	23	43.4782608695652	b3095
NC_000913.3	b3095	1	12	23	52.1739130434783	b3095
NC_000913.3	b3095,b3096	2	10	21	47.6190476190476	b3096
NC_000913.3	b3096	1	9	21	42.8571428571429	b3096
NC_000913.3	b3097,b3098,b3099,b3100	4	11	22	50	b3097
NC_000913.3	b3097,b3098,b3099,b3100	4	11	20	55	b3098
NC_000913.3	b3099,b3100	2	21	47	44.6808510638298	b3099
NC_000913.3	b3097,b3098,b3099,b3100	4	11	47	23.4042553191489	b3099
NC_000913.3	b3099	1	7	47	14.8936170212766	b3099
NC_000913.3	b3099,b3100	2	21	39	53.8461538461538	b3100
NC_000913.3	b3097,b3098,b3099,b3100	4	11	39	28.2051282051282	b3100
NC_000913.3	b3103	1	97	102	95.0980392156863	b3103
NC_000913.3	b3105	1	18	20	90	b3105
NC_000913.3	b3118	1	22	22	100	b3118
NC_000913.3	b3123	1	831	834	99.6402877697842	b3123
NC_000913.3	b3129,b3130,b3131	3	9	17	52.9411764705882	b3129
NC_000913.3	b3129,b3130,b3131	3	9	194	4.63917525773196	b3130
NC_000913.3	b3130,b3131	2	176	194	90.7216494845361	b3130
NC_000913.3	b3131	1	426	611	69.721767594108	b3131
NC_000913.3	b3129,b3130,b3131	3	9	611	1.47299509001637	b3131
NC_000913.3	b3130,b3131	2	176	611	28.8052373158756	b3131
NC_000913.3	b3142	1	6	6	100	b3142
NC_000913.3	b3149,b3150	2	10	29	34.4827586206897	b3149
NC_000913.3	b3149	1	18	29	62.0689655172414	b3149
NC_000913.3	b3150,b3151	2	6	25	24	b3150
NC_000913.3	b3149,b3150	2	10	25	40	b3150
NC_000913.3	b3150	1	9	25	36	b3150
NC_000913.3	b3151	1	44	50	88	b3151
NC_000913.3	b3150,b3151	2	6	50	12	b3151
NC_000913.3	b3155,b3156,b3157	3	8	14	57.1428571428571	b3155
NC_000913.3	b3155,b3156	2	6	14	42.8571428571429	b3155
NC_000913.3	b3156,b3157	2	35	87	40.2298850574713	b3156
NC_000913.3	b3155,b3156,b3157	3	8	87	9.19540229885057	b3156
NC_000913.3	b3156	1	38	87	43.6781609195402	b3156
NC_000913.3	b3155,b3156	2	6	87	6.89655172413793	b3156
NC_000913.3	b3156,b3157	2	35	57	61.4035087719298	b3157
NC_000913.3	b3155,b3156,b3157	3	8	57	14.0350877192982	b3157
NC_000913.3	b3157	1	13	57	22.8070175438596	b3157
NC_000913.3	b3158,b3159	2	8	29	27.5862068965517	b3158
NC_000913.3	b3158	1	20	29	68.9655172413793	b3158
NC_000913.3	b3159,b3160	2	11	90	12.2222222222222	b3159
NC_000913.3	b3159	1	71	90	78.8888888888889	b3159
NC_000913.3	b3158,b3159	2	8	90	8.88888888888889	b3159
NC_000913.3	b3159,b3160	2	11	17	64.7058823529412	b3160
NC_000913.3	b3161	1	20	21	95.2380952380952	b3161
NC_000913.3	b3162,b3163	2	410	567	72.310405643739	b3162
NC_000913.3	b3162	1	155	567	27.336860670194	b3162
NC_000913.3	b3163,b3164	2	17	2115	0.803782505910165	b3163
NC_000913.3	b3163	1	1686	2115	79.7163120567376	b3163
NC_000913.3	b3162,b3163	2	410	2115	19.3853427895981	b3163
NC_000913.3	b3164	1	39	58	67.2413793103448	b3164
NC_000913.3	b3163,b3164	2	17	58	29.3103448275862	b3164
NC_000913.3	b3165,b3166,b3167	3	7	455	1.53846153846154	b3165
NC_000913.3	b3165,b3166	2	8	455	1.75824175824176	b3165
NC_000913.3	b3165	1	385	455	84.6153846153846	b3165
NC_000913.3	b3165,b4449	2	52	455	11.4285714285714	b3165
NC_000913.3	b3165,b3166,b3167	3	7	36	19.4444444444444	b3166
NC_000913.3	b3166,b3167	2	8	36	22.2222222222222	b3166
NC_000913.3	b3166	1	7	36	19.4444444444444	b3166
NC_000913.3	b3165,b3166	2	8	36	22.2222222222222	b3166
NC_000913.3	b3167,b3168	2	6	32	18.75	b3167
NC_000913.3	b3167	1	7	32	21.875	b3167
NC_000913.3	b3165,b3166,b3167	3	7	32	21.875	b3167
NC_000913.3	b3166,b3167	2	8	32	25	b3167
NC_000913.3	b3168,b3169	2	9	174	5.17241379310345	b3168
NC_000913.3	b3168	1	155	174	89.0804597701149	b3168
NC_000913.3	b3167,b3168	2	6	174	3.44827586206897	b3168
NC_000913.3	b3169,b3170	2	10	37	27.027027027027	b3169
NC_000913.3	b3169	1	17	37	45.945945945946	b3169
NC_000913.3	b3168,b3169	2	9	37	24.3243243243243	b3169
NC_000913.3	b3170	1	10	21	47.6190476190476	b3170
NC_000913.3	b3169,b3170	2	10	21	47.6190476190476	b3170
NC_000913.3	b3172	1	21	21	100	b3172
NC_000913.3	b3173,b3175	2	6	15	40	b3173
NC_000913.3	b3173	1	9	15	60	b3173
NC_000913.3	b3175,b3176	2	6	2381	0.251994960100798	b3175
NC_000913.3	b3175	1	2369	2381	99.4960100797984	b3175
NC_000913.3	b3173,b3175	2	6	2381	0.251994960100798	b3175
NC_000913.3	b3176	1	63	72	87.5	b3176
NC_000913.3	b3175,b3176	2	6	72	8.33333333333333	b3176
NC_000913.3	b3178,b3179	2	15	177	8.47457627118644	b3178
NC_000913.3	b3178	1	158	177	89.2655367231638	b3178
NC_000913.3	b3179	1	19	41	46.3414634146341	b3179
NC_000913.3	b3178,b3179	2	15	41	36.5853658536585	b3179
NC_000913.3	b3180	1	63	72	87.5	b3180
NC_000913.3	b3181	1	14	17	82.3529411764706	b3181
NC_000913.3	b3183,b3184	2	11	101	10.8910891089109	b3183
NC_000913.3	b3183	1	89	101	88.1188118811881	b3183
NC_000913.3	b3183,b3184	2	11	79	13.9240506329114	b3184
NC_000913.3	b3184	1	68	79	86.0759493670886	b3184
NC_000913.3	b3185,b3186	2	37	55	67.2727272727273	b3185
NC_000913.3	b3185	1	18	55	32.7272727272727	b3185
NC_000913.3	b3186	1	58	95	61.0526315789474	b3186
NC_000913.3	b3185,b3186	2	37	95	38.9473684210526	b3186
NC_000913.3	b3187	1	14	15	93.3333333333333	b3187
NC_000913.3	b3189,b3190	2	46	130	35.3846153846154	b3189
NC_000913.3	b3189	1	80	130	61.5384615384615	b3189
NC_000913.3	b3189,b3190	2	46	69	66.6666666666667	b3190
NC_000913.3	b3190	1	21	69	30.4347826086957	b3190
NC_000913.3	b3191,b3192	2	18	31	58.0645161290323	b3191
NC_000913.3	b3191,b3192	2	18	48	37.5	b3192
NC_000913.3	b3192	1	19	48	39.5833333333333	b3192
NC_000913.3	b3193,b3194	2	7	26	26.9230769230769	b3193
NC_000913.3	b3193	1	9	26	34.6153846153846	b3193
NC_000913.3	b3194,b3195	2	8	46	17.3913043478261	b3194
NC_000913.3	b3194	1	28	46	60.8695652173913	b3194
NC_000913.3	b3193,b3194	2	7	46	15.2173913043478	b3194
NC_000913.3	b3195	1	39	47	82.9787234042553	b3195
NC_000913.3	b3194,b3195	2	8	47	17.0212765957447	b3195
NC_000913.3	b3196,b3197	2	20	29	68.9655172413793	b3196
NC_000913.3	b3196	1	9	29	31.0344827586207	b3196
NC_000913.3	b3197,b3198	2	8	68	11.7647058823529	b3197
NC_000913.3	b3197	1	37	68	54.4117647058823	b3197
NC_000913.3	b3196,b3197	2	20	68	29.4117647058824	b3197
NC_000913.3	b3197,b3198	2	8	24	33.3333333333333	b3198
NC_000913.3	b3201,b3202	2	10	26	38.4615384615385	b3201
NC_000913.3	b3201	1	11	26	42.3076923076923	b3201
NC_000913.3	b3202	1	20	38	52.6315789473684	b3202
NC_000913.3	b3201,b3202	2	10	38	26.3157894736842	b3202
NC_000913.3	b3207,b3208	2	31	115	26.9565217391304	b3207
NC_000913.3	b3207	1	84	115	73.0434782608696	b3207
NC_000913.3	b3207,b3208	2	31	34	91.1764705882353	b3208
NC_000913.3	b3209	1	6	13	46.1538461538462	b3209
NC_000913.3	b3210	1	29	35	82.8571428571429	b3210
NC_000913.3	b3211	1	8	8	100	b3211
NC_000913.3	b3212,b3213	2	6	33	18.1818181818182	b3212
NC_000913.3	b3212	1	27	33	81.8181818181818	b3212
NC_000913.3	b3213	1	30	36	83.3333333333333	b3213
NC_000913.3	b3212,b3213	2	6	36	16.6666666666667	b3213
NC_000913.3	b3214	1	6	6	100	b3214
NC_000913.3	b3216	1	9	9	100	b3216
NC_000913.3	b3219	1	9	10	90	b3219
NC_000913.3	b3226	1	91	91	100	b3226
NC_000913.3	b3227	1	8	10	80	b3227
NC_000913.3	b3228,b3229	2	16	39	41.025641025641	b3228
NC_000913.3	b3228	1	21	39	53.8461538461538	b3228
NC_000913.3	b3228,b3229	2	16	37	43.2432432432432	b3229
NC_000913.3	b3229	1	21	37	56.7567567567568	b3229
NC_000913.3	b3230,b3231	2	135	198	68.1818181818182	b3230
NC_000913.3	b3230	1	62	198	31.3131313131313	b3230
NC_000913.3	b3230,b3231	2	135	274	49.2700729927007	b3231
NC_000913.3	b3231	1	138	274	50.3649635036496	b3231
NC_000913.3	b3232	1	52	54	96.2962962962963	b3232
NC_000913.3	b3233	1	8	10	80	b3233
NC_000913.3	b3234	1	22	24	91.6666666666667	b3234
NC_000913.3	b3235	1	31	32	96.875	b3235
NC_000913.3	b3236	1	8	8	100	b3236
NC_000913.3	b3237	1	33	33	100	b3237
NC_000913.3	b3238	1	14	14	100	b3238
NC_000913.3	b3243	1	8	11	72.7272727272727	b3243
NC_000913.3	b3244	1	26	31	83.8709677419355	b3244
NC_000913.3	b3247,b3248,b3249	3	29	81	35.8024691358025	b3247
NC_000913.3	b3247,b3248	2	30	81	37.037037037037	b3247
NC_000913.3	b3247	1	17	81	20.9876543209877	b3247
NC_000913.3	b3248,b3249	2	54	151	35.7615894039735	b3248
NC_000913.3	b3247,b3248,b3249	3	29	151	19.205298013245	b3248
NC_000913.3	b3247,b3248	2	30	151	19.8675496688742	b3248
NC_000913.3	b3248	1	37	151	24.5033112582781	b3248
NC_000913.3	b3249,b3250	2	9	112	8.03571428571429	b3249
NC_000913.3	b3249	1	18	112	16.0714285714286	b3249
NC_000913.3	b3248,b3249	2	54	112	48.2142857142857	b3249
NC_000913.3	b3247,b3248,b3249	3	29	112	25.8928571428571	b3249
NC_000913.3	b3250,b3251	2	50	100	50	b3250
NC_000913.3	b3249,b3250	2	9	100	9	b3250
NC_000913.3	b3250	1	40	100	40	b3250
NC_000913.3	b3250,b3251	2	50	305	16.3934426229508	b3251
NC_000913.3	b3251	1	251	305	82.2950819672131	b3251
NC_000913.3	b3252	1	40	43	93.0232558139535	b3252
NC_000913.3	b3253	1	20	20	100	b3253
NC_000913.3	b3255,b3256	2	29	50	58	b3255
NC_000913.3	b3255	1	21	50	42	b3255
NC_000913.3	b3256	1	96	125	76.8	b3256
NC_000913.3	b3255,b3256	2	29	125	23.2	b3256
NC_000913.3	b3258	1	12	16	75	b3258
NC_000913.3	b3259	1	26	29	89.6551724137931	b3259
NC_000913.3	b3260,b3261	2	9	69	13.0434782608696	b3260
NC_000913.3	b3260	1	60	69	86.9565217391304	b3260
NC_000913.3	b3260,b3261	2	9	13	69.2307692307692	b3261
NC_000913.3	b3266	1	43	43	100	b3266
NC_000913.3	b3281	1	9	17	52.9411764705882	b3281
NC_000913.3	b3283,b3284,b4473	3	48	64	75	b3283
NC_000913.3	b3284,b4473	2	107	174	61.4942528735632	b3284
NC_000913.3	b3283,b3284,b4473	3	48	174	27.5862068965517	b3284
NC_000913.3	b3284	1	9	174	5.17241379310345	b3284
NC_000913.3	b3288	1	7	12	58.3333333333333	b3288
NC_000913.3	b3290	1	14	20	70	b3290
NC_000913.3	b3291	1	11	15	73.3333333333333	b3291
NC_000913.3	b3294,b3295,b3296	3	7	61	11.4754098360656	b3294
NC_000913.3	b3294,b3295	2	32	61	52.4590163934426	b3294
NC_000913.3	b3294	1	18	61	29.5081967213115	b3294
NC_000913.3	b3295,b3296,b3297,b3298	4	8	184	4.34782608695652	b3295
NC_000913.3	b3295,b3296,b3297	3	9	184	4.89130434782609	b3295
NC_000913.3	b3294,b3295,b3296	3	7	184	3.80434782608696	b3295
NC_000913.3	b3295,b3296	2	44	184	23.9130434782609	b3295
NC_000913.3	b3295	1	78	184	42.3913043478261	b3295
NC_000913.3	b3294,b3295	2	32	184	17.3913043478261	b3295
NC_000913.3	b3295,b3296,b3297,b3298	4	8	110	7.27272727272727	b3296
NC_000913.3	b3296,b3297,b3298	3	15	110	13.6363636363636	b3296
NC_000913.3	b3296,b3297	2	7	110	6.36363636363636	b3296
NC_000913.3	b3295,b3296,b3297	3	9	110	8.18181818181818	b3296
NC_000913.3	b3294,b3295,b3296	3	7	110	6.36363636363636	b3296
NC_000913.3	b3296	1	13	110	11.8181818181818	b3296
NC_000913.3	b3295,b3296	2	44	110	40	b3296
NC_000913.3	b3297,b3298	2	28	89	31.4606741573034	b3297
NC_000913.3	b3295,b3296,b3297,b3298	4	8	89	8.98876404494382	b3297
NC_000913.3	b3296,b3297,b3298	3	15	89	16.8539325842697	b3297
NC_000913.3	b3296,b3297	2	7	89	7.86516853932584	b3297
NC_000913.3	b3297	1	14	89	15.7303370786517	b3297
NC_000913.3	b3295,b3296,b3297	3	9	89	10.1123595505618	b3297
NC_000913.3	b3298	1	30	91	32.967032967033	b3298
NC_000913.3	b3297,b3298	2	28	91	30.7692307692308	b3298
NC_000913.3	b3295,b3296,b3297,b3298	4	8	91	8.79120879120879	b3298
NC_000913.3	b3296,b3297,b3298	3	15	91	16.4835164835165	b3298
NC_000913.3	b3299,b3300	2	80	106	75.4716981132076	b3299
NC_000913.3	b3299	1	14	106	13.2075471698113	b3299
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	346	1.73410404624277	b3300
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305	6	6	346	1.73410404624277	b3300
NC_000913.3	b3300,b3301,b3302,b3303	4	20	346	5.78034682080925	b3300
NC_000913.3	b3300,b3301	2	58	346	16.7630057803468	b3300
NC_000913.3	b3300	1	155	346	44.7976878612717	b3300
NC_000913.3	b3299,b3300	2	80	346	23.121387283237	b3300
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	119	5.04201680672269	b3301
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305	6	6	119	5.04201680672269	b3301
NC_000913.3	b3300,b3301,b3302,b3303	4	20	119	16.8067226890756	b3301
NC_000913.3	b3300,b3301	2	58	119	48.7394957983193	b3301
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	63	9.52380952380952	b3302
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305	6	6	63	9.52380952380952	b3302
NC_000913.3	b3300,b3301,b3302,b3303	4	20	63	31.7460317460317	b3302
NC_000913.3	b3302,b3303	2	6	63	9.52380952380952	b3302
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	94	6.38297872340426	b3303
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	94	10.6382978723404	b3303
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305	6	6	94	6.38297872340426	b3303
NC_000913.3	b3303,b3304,b3305	3	12	94	12.7659574468085	b3303
NC_000913.3	b3303	1	11	94	11.7021276595745	b3303
NC_000913.3	b3300,b3301,b3302,b3303	4	20	94	21.2765957446809	b3303
NC_000913.3	b3302,b3303	2	6	94	6.38297872340426	b3303
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	79	7.59493670886076	b3304
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	79	12.6582278481013	b3304
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305	6	6	79	7.59493670886076	b3304
NC_000913.3	b3304,b3305	2	10	79	12.6582278481013	b3304
NC_000913.3	b3303,b3304,b3305	3	12	79	15.1898734177215	b3304
NC_000913.3	b3304	1	7	79	8.86075949367089	b3304
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	113	5.30973451327434	b3305
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	113	8.84955752212389	b3305
NC_000913.3	b3305,b3306,b3307,b3308,b3309,b3310	6	21	113	18.5840707964602	b3305
NC_000913.3	b3305,b3306	2	8	113	7.07964601769912	b3305
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305	6	6	113	5.30973451327434	b3305
NC_000913.3	b3305	1	16	113	14.1592920353982	b3305
NC_000913.3	b3304,b3305	2	10	113	8.84955752212389	b3305
NC_000913.3	b3303,b3304,b3305	3	12	113	10.6194690265487	b3305
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	134	4.47761194029851	b3306
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	134	7.46268656716418	b3306
NC_000913.3	b3305,b3306,b3307,b3308,b3309,b3310	6	21	134	15.6716417910448	b3306
NC_000913.3	b3306,b3307,b3308,b3309,b3310	5	38	134	28.3582089552239	b3306
NC_000913.3	b3306,b3307,b3308	3	11	134	8.2089552238806	b3306
NC_000913.3	b3306,b3307	2	9	134	6.71641791044776	b3306
NC_000913.3	b3305,b3306	2	8	134	5.97014925373134	b3306
NC_000913.3	b3306	1	7	134	5.22388059701492	b3306
NC_000913.3	b3307,b3308,b3309,b3310	4	92	232	39.6551724137931	b3307
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	232	2.58620689655172	b3307
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	232	4.31034482758621	b3307
NC_000913.3	b3305,b3306,b3307,b3308,b3309,b3310	6	21	232	9.05172413793103	b3307
NC_000913.3	b3306,b3307,b3308,b3309,b3310	5	38	232	16.3793103448276	b3307
NC_000913.3	b3307,b3308	2	14	232	6.03448275862069	b3307
NC_000913.3	b3306,b3307,b3308	3	11	232	4.74137931034483	b3307
NC_000913.3	b3307	1	8	232	3.44827586206897	b3307
NC_000913.3	b3306,b3307	2	9	232	3.87931034482759	b3307
NC_000913.3	b3308,b3309,b3310	3	342	587	58.2623509369676	b3308
NC_000913.3	b3307,b3308,b3309,b3310	4	92	587	15.6729131175468	b3308
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	587	1.0221465076661	b3308
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	587	1.70357751277683	b3308
NC_000913.3	b3305,b3306,b3307,b3308,b3309,b3310	6	21	587	3.57751277683135	b3308
NC_000913.3	b3306,b3307,b3308,b3309,b3310	5	38	587	6.47359454855196	b3308
NC_000913.3	b3308	1	23	587	3.91822827938671	b3308
NC_000913.3	b3307,b3308	2	14	587	2.38500851788756	b3308
NC_000913.3	b3306,b3307,b3308	3	11	587	1.87393526405451	b3308
NC_000913.3	b3309,b3310	2	407	958	42.4843423799582	b3309
NC_000913.3	b3308,b3309,b3310	3	342	958	35.6993736951983	b3309
NC_000913.3	b3307,b3308,b3309,b3310	4	92	958	9.60334029227557	b3309
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	958	0.626304801670146	b3309
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	958	1.04384133611691	b3309
NC_000913.3	b3305,b3306,b3307,b3308,b3309,b3310	6	21	958	2.19206680584551	b3309
NC_000913.3	b3306,b3307,b3308,b3309,b3310	5	38	958	3.96659707724426	b3309
NC_000913.3	b3309	1	14	958	1.46137787056367	b3309
NC_000913.3	b3310,b3311	2	11	1343	0.819061801935964	b3310
NC_000913.3	b3309,b3310	2	407	1343	30.3052866716307	b3310
NC_000913.3	b3310	1	392	1343	29.1883842144453	b3310
NC_000913.3	b3308,b3309,b3310	3	342	1343	25.4653760238273	b3310
NC_000913.3	b3307,b3308,b3309,b3310	4	92	1343	6.85033507073716	b3310
NC_000913.3	b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	11	6	1343	0.446760982874162	b3310
NC_000913.3	b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	8	10	1343	0.744601638123604	b3310
NC_000913.3	b3305,b3306,b3307,b3308,b3309,b3310	6	21	1343	1.56366344005957	b3310
NC_000913.3	b3306,b3307,b3308,b3309,b3310	5	38	1343	2.82948622486969	b3310
NC_000913.3	b3311,b3312,b3313,b3314	4	59	407	14.4963144963145	b3311
NC_000913.3	b3311,b3312,b3313	3	153	407	37.5921375921376	b3311
NC_000913.3	b3311,b3312	2	60	407	14.7420147420147	b3311
NC_000913.3	b3311	1	95	407	23.3415233415233	b3311
NC_000913.3	b3310,b3311	2	11	407	2.7027027027027	b3311
NC_000913.3	b3311,b3312,b3313,b3314	4	59	359	16.4345403899721	b3312
NC_000913.3	b3312,b3313,b3314	3	14	359	3.89972144846797	b3312
NC_000913.3	b3311,b3312,b3313	3	153	359	42.6183844011142	b3312
NC_000913.3	b3312,b3313	2	28	359	7.79944289693593	b3312
NC_000913.3	b3311,b3312	2	60	359	16.7130919220056	b3312
NC_000913.3	b3312	1	19	359	5.2924791086351	b3312
NC_000913.3	b3311,b3312,b3313,b3314	4	59	313	18.8498402555911	b3313
NC_000913.3	b3312,b3313,b3314	3	14	313	4.47284345047923	b3313
NC_000913.3	b3313,b3314	2	18	313	5.75079872204473	b3313
NC_000913.3	b3311,b3312,b3313	3	153	313	48.8817891373802	b3313
NC_000913.3	b3313	1	16	313	5.11182108626198	b3313
NC_000913.3	b3312,b3313	2	28	313	8.94568690095847	b3313
NC_000913.3	b3314,b3315,b3316,b3317	4	9	191	4.71204188481675	b3314
NC_000913.3	b3314,b3315,b3316	3	7	191	3.66492146596859	b3314
NC_000913.3	b3314	1	59	191	30.8900523560209	b3314
NC_000913.3	b3311,b3312,b3313,b3314	4	59	191	30.8900523560209	b3314
NC_000913.3	b3312,b3313,b3314	3	14	191	7.32984293193717	b3314
NC_000913.3	b3313,b3314	2	18	191	9.42408376963351	b3314
NC_000913.3	b3315,b3316,b3317	3	10	60	16.6666666666667	b3315
NC_000913.3	b3314,b3315,b3316,b3317	4	9	60	15	b3315
NC_000913.3	b3314,b3315,b3316	3	7	60	11.6666666666667	b3315
NC_000913.3	b3316,b3317	2	35	97	36.0824742268041	b3316
NC_000913.3	b3315,b3316,b3317	3	10	97	10.3092783505155	b3316
NC_000913.3	b3314,b3315,b3316,b3317	4	9	97	9.27835051546392	b3316
NC_000913.3	b3316	1	7	97	7.21649484536082	b3316
NC_000913.3	b3314,b3315,b3316	3	7	97	7.21649484536082	b3316
NC_000913.3	b3317,b3318,b3319,b3320,b3321	5	16	166	9.63855421686747	b3317
NC_000913.3	b3317,b3318,b3319,b3320	4	6	166	3.6144578313253	b3317
NC_000913.3	b3317,b3318,b3319	3	7	166	4.21686746987952	b3317
NC_000913.3	b3317,b3318	2	12	166	7.2289156626506	b3317
NC_000913.3	b3316,b3317	2	35	166	21.0843373493976	b3317
NC_000913.3	b3317	1	46	166	27.710843373494	b3317
NC_000913.3	b3315,b3316,b3317	3	10	166	6.02409638554217	b3317
NC_000913.3	b3314,b3315,b3316,b3317	4	9	166	5.42168674698795	b3317
NC_000913.3	b3317,b3318,b3319,b3320,b3321	5	16	96	16.6666666666667	b3318
NC_000913.3	b3318,b3319,b3320	3	12	96	12.5	b3318
NC_000913.3	b3317,b3318,b3319,b3320	4	6	96	6.25	b3318
NC_000913.3	b3318,b3319	2	7	96	7.29166666666667	b3318
NC_000913.3	b3317,b3318,b3319	3	7	96	7.29166666666667	b3318
NC_000913.3	b3317,b3318	2	12	96	12.5	b3318
NC_000913.3	b3318	1	11	96	11.4583333333333	b3318
NC_000913.3	b3317,b3318,b3319,b3320,b3321	5	16	209	7.6555023923445	b3319
NC_000913.3	b3319,b3320,b3321	3	40	209	19.1387559808612	b3319
NC_000913.3	b3318,b3319,b3320	3	12	209	5.74162679425837	b3319
NC_000913.3	b3319,b3320	2	89	209	42.5837320574163	b3319
NC_000913.3	b3317,b3318,b3319,b3320	4	6	209	2.87081339712919	b3319
NC_000913.3	b3318,b3319	2	7	209	3.34928229665072	b3319
NC_000913.3	b3319	1	11	209	5.26315789473684	b3319
NC_000913.3	b3317,b3318,b3319	3	7	209	3.34928229665072	b3319
NC_000913.3	b3317,b3318,b3319,b3320,b3321	5	16	566	2.82685512367491	b3320
NC_000913.3	b3319,b3320,b3321	3	40	566	7.06713780918728	b3320
NC_000913.3	b3320,b3321	2	84	566	14.8409893992933	b3320
NC_000913.3	b3318,b3319,b3320	3	12	566	2.12014134275618	b3320
NC_000913.3	b3320	1	302	566	53.356890459364	b3320
